Date,Hour,MachineID,ProductID,LocationID,PlannedUnits,ActualUnits,DowntimeMinutes,DefectUnits
2025-01-03,6,M05,P03,L03,122,138,26,1
2025-01-03,6,M06,P05,L04,171,141,2,2
2025-01-03,6,M07,P04,L03,124,119,23,9
2025-01-03,6,M08,P03,L01,150,82,9,2
2025-01-03,6,M09,P04,L01,183,124,6,8
2025-01-03,6,M10,P04,L03,118,126,19,7
2025-01-03,7,M01,P05,L05,135,119,16,8
2025-01-03,7,M02,P04,L01,188,93,10,4
2025-01-03,7,M03,P01,L03,158,157,29,8
2025-01-03,7,M04,P03,L04,167,171,7,1
2025-01-03,7,M05,P05,L01,185,120,23,6
2025-01-03,7,M06,P01,L05,147,109,11,2
2025-01-03,7,M07,P02,L03,184,100,4,3
2025-01-03,7,M08,P03,L05,143,112,20,8
2025-01-03,7,M09,P01,L05,167,114,16,1
2025-01-03,7,M10,P05,L01,186,126,7,5
2025-01-03,8,M01,P01,L04,118,105,19,5
2025-01-03,8,M02,P03,L05,137,99,24,2
2025-01-03,8,M03,P04,L04,127,83,21,2
2025-01-03,8,M04,P02,L04,187,113,26,6
2025-01-03,8,M05,P01,L01,171,166,5,5
2025-01-03,8,M06,P02,L01,116,140,11,5
2025-01-03,8,M07,P03,L02,107,162,27,9
2025-01-03,8,M08,P01,L01,192,188,16,2
2025-01-03,8,M09,P05,L03,183,135,16,5
2025-01-03,8,M10,P01,L01,161,87,10,3
2025-01-03,9,M01,P01,L04,189,118,20,4
2025-01-03,9,M02,P02,L01,153,184,8,7
2025-01-03,9,M03,P01,L05,140,96,23,4
2025-01-03,9,M04,P03,L03,138,134,8,6
2025-01-03,9,M05,P03,L05,118,90,12,0
2025-01-03,9,M06,P03,L04,175,151,7,4
2025-01-03,9,M07,P04,L05,160,191,0,9
2025-01-03,9,M08,P02,L04,168,87,24,6
2025-01-03,9,M09,P01,L05,146,163,17,1
2025-01-03,9,M10,P04,L02,193,112,3,1
2025-01-03,10,M01,P03,L05,127,119,19,0
2025-01-03,10,M02,P04,L01,114,120,6,1
2025-01-03,10,M03,P01,L05,173,145,18,9
2025-01-03,10,M04,P03,L02,172,118,27,2
2025-01-03,10,M05,P03,L04,101,172,5,2
2025-01-03,10,M06,P01,L02,140,91,2,0
2025-01-03,10,M07,P02,L05,184,141,16,8
2025-01-03,10,M08,P04,L01,120,133,10,1
2025-01-03,10,M09,P03,L04,144,198,8,4
2025-01-03,10,M10,P04,L02,197,111,2,2
2025-01-03,11,M01,P04,L04,178,120,22,7
2025-01-03,11,M02,P02,L03,156,197,3,0
2025-01-03,11,M03,P04,L02,136,86,3,4
2025-01-03,11,M04,P01,L01,146,99,18,9
2025-01-03,11,M05,P02,L04,191,114,10,0
2025-01-03,11,M06,P05,L01,107,113,15,3
2025-01-03,11,M07,P01,L04,130,83,16,1
2025-01-03,11,M08,P03,L05,166,154,12,3
2025-01-03,11,M09,P03,L02,145,197,10,9
2025-01-03,11,M10,P02,L03,105,138,28,4
2025-01-03,12,M01,P05,L02,136,121,27,4
2025-01-03,12,M02,P04,L03,117,152,16,3
2025-01-03,12,M03,P05,L01,195,191,21,3
2025-01-03,12,M04,P05,L05,148,92,1,5
2025-01-03,12,M05,P03,L05,186,130,2,9
2025-01-03,12,M06,P05,L02,150,192,20,4
2025-01-03,12,M07,P03,L04,167,194,0,7
2025-01-03,12,M08,P03,L05,112,190,1,3
2025-01-03,12,M09,P05,L03,116,178,27,1
2025-01-03,12,M10,P02,L01,118,116,6,4
2025-01-03,13,M01,P05,L04,116,180,3,5
2025-01-03,13,M02,P03,L03,197,90,21,5
2025-01-03,13,M03,P03,L05,191,84,16,7
2025-01-03,13,M04,P01,L04,145,91,5,0
2025-01-03,13,M05,P03,L03,125,127,11,3
2025-01-03,13,M06,P04,L02,174,112,29,7
2025-01-03,13,M07,P03,L03,163,194,17,0
2025-01-03,13,M08,P05,L03,177,170,17,2
2025-01-03,13,M09,P05,L04,134,127,8,7
2025-01-03,13,M10,P05,L04,180,160,16,0
2025-01-03,14,M01,P03,L03,158,148,12,6
2025-01-03,14,M02,P05,L02,185,122,2,5
2025-01-03,14,M03,P02,L02,163,100,15,1
2025-01-03,14,M04,P03,L01,155,109,24,2
2025-01-03,14,M05,P02,L03,107,105,16,7
2025-01-03,14,M06,P01,L03,135,104,4,0
2025-01-03,14,M07,P05,L05,107,84,27,8
2025-01-03,14,M08,P04,L01,134,145,7,6
2025-01-03,14,M09,P02,L01,145,157,3,5
2025-01-03,14,M10,P03,L03,171,82,13,1
2025-01-03,15,M01,P05,L05,182,181,15,1
2025-01-03,15,M02,P02,L01,115,181,27,1
2025-01-03,15,M03,P02,L02,112,135,14,1
2025-01-03,15,M04,P03,L03,192,182,20,6
2025-01-03,15,M05,P01,L01,129,132,12,4
2025-01-03,15,M06,P05,L03,118,136,24,5
2025-01-03,15,M07,P02,L01,109,179,7,5
2025-01-03,15,M08,P04,L04,131,193,13,1
2025-01-03,15,M09,P04,L04,152,103,14,5
2025-01-03,15,M10,P05,L04,158,166,7,1
2025-01-03,16,M01,P02,L04,181,199,1,8
2025-01-03,16,M02,P01,L04,178,136,16,9
2025-01-03,16,M03,P02,L05,117,175,21,5
2025-01-03,16,M04,P02,L01,107,120,5,4
2025-01-03,16,M05,P01,L04,163,108,27,8
2025-01-03,16,M06,P03,L01,118,88,26,1
2025-01-03,16,M07,P04,L04,199,161,14,2
2025-01-03,16,M08,P03,L05,148,149,15,7
2025-01-03,16,M09,P03,L04,136,96,25,6
2025-01-03,16,M10,P05,L02,132,139,26,8
2025-01-03,17,M01,P05,L02,120,186,12,4
2025-01-03,17,M02,P04,L01,110,96,3,8
2025-01-03,17,M03,P05,L01,183,162,18,4
2025-01-03,17,M04,P01,L02,147,182,27,8
2025-01-03,17,M05,P02,L03,177,178,11,8
2025-01-03,17,M06,P01,L04,112,161,4,3
2025-01-03,17,M07,P01,L02,172,117,10,5
2025-01-03,17,M08,P04,L01,186,124,12,1
2025-01-03,17,M09,P04,L01,117,82,27,5
2025-01-03,17,M10,P04,L04,120,107,7,5
2025-01-03,18,M01,P04,L01,120,186,2,8
2025-01-03,18,M02,P02,L01,152,123,14,4
2025-01-03,18,M03,P05,L02,136,181,23,1
2025-01-03,18,M04,P04,L01,113,89,2,8
2025-01-03,18,M05,P01,L03,111,133,19,7
2025-01-03,18,M06,P03,L05,124,179,25,9
2025-01-03,18,M07,P04,L01,127,95,14,0
2025-01-03,18,M08,P02,L04,175,106,21,4
2025-01-03,18,M09,P03,L02,146,173,8,1
2025-01-03,18,M10,P05,L05,124,112,22,9
2025-01-03,19,M01,P01,L04,111,95,15,4
2025-01-03,19,M02,P05,L04,106,179,14,2
2025-01-03,19,M03,P03,L01,107,176,22,8
2025-01-03,19,M04,P03,L05,103,183,2,8
2025-01-03,19,M05,P02,L05,197,107,12,6
2025-01-03,19,M06,P02,L04,103,169,7,8
2025-01-03,19,M07,P04,L05,149,154,14,5
2025-01-03,19,M08,P01,L01,158,169,11,6
2025-01-03,19,M09,P01,L02,125,104,9,2
2025-01-03,19,M10,P05,L03,152,151,7,3
2025-01-03,20,M01,P03,L04,164,128,14,3
2025-01-03,20,M02,P01,L04,146,110,8,1
2025-01-03,20,M03,P01,L02,104,163,19,8
2025-01-03,20,M04,P01,L03,149,117,26,1
2025-01-03,20,M05,P02,L05,120,125,4,5
2025-01-03,20,M06,P02,L02,145,92,29,2
2025-01-03,20,M07,P04,L05,132,160,15,1
2025-01-03,20,M08,P04,L03,169,120,15,3
2025-01-03,20,M09,P04,L03,147,135,26,9
2025-01-03,20,M10,P04,L01,110,180,24,1
2025-01-03,21,M01,P02,L03,125,85,3,2
2025-01-03,21,M02,P03,L05,197,96,10,4
2025-01-03,21,M03,P02,L02,107,92,9,7
2025-01-03,21,M04,P01,L04,142,118,16,3
2025-01-03,21,M05,P05,L02,185,123,8,4
2025-01-03,21,M06,P04,L02,191,107,9,4
2025-01-03,21,M07,P04,L02,165,134,7,5
2025-01-03,21,M08,P03,L05,192,146,11,9
2025-01-03,21,M09,P01,L04,153,199,22,1
2025-01-03,21,M10,P01,L03,131,168,28,6
2025-01-03,22,M01,P03,L01,183,99,20,2
2025-01-03,22,M02,P01,L03,190,169,13,0
2025-01-03,22,M03,P05,L02,192,163,20,1
2025-01-03,22,M04,P01,L04,100,137,25,3
2025-01-03,22,M05,P02,L04,158,154,8,8
2025-01-03,22,M06,P02,L05,164,96,21,1
2025-01-03,22,M07,P01,L05,192,147,4,7
2025-01-03,22,M08,P05,L03,198,155,25,2
2025-01-03,22,M09,P05,L03,159,150,14,6
2025-01-03,22,M10,P05,L02,120,157,3,6
2025-01-03,23,M01,P04,L02,114,193,19,7
2025-01-03,23,M02,P03,L01,145,107,13,8
2025-01-03,23,M03,P04,L03,114,178,4,0
2025-01-03,23,M04,P03,L03,139,142,28,3
2025-01-03,23,M05,P05,L02,123,103,9,3
2025-01-03,23,M06,P02,L03,156,128,22,4
2025-01-03,23,M07,P05,L04,168,174,29,4
2025-01-03,23,M08,P01,L01,159,133,5,4
2025-01-03,23,M09,P02,L01,139,86,6,5
2025-01-03,23,M10,P05,L05,183,82,18,5
2025-01-03,24,M01,P04,L04,175,117,18,3
2025-01-03,24,M02,P05,L01,112,166,25,1
2025-01-03,24,M03,P01,L05,126,130,13,8
2025-01-03,24,M04,P04,L03,138,95,23,5
2025-01-03,24,M05,P05,L05,171,192,15,6
2025-01-03,24,M06,P02,L02,131,138,1,8
2025-01-03,24,M07,P03,L01,195,89,21,8
2025-01-03,24,M08,P04,L01,147,131,14,8
2025-01-03,24,M09,P05,L03,164,142,24,2
2025-01-03,24,M10,P01,L04,187,145,7,6
2025-01-04,1,M01,P01,L03,122,118,28,8
2025-01-04,1,M02,P02,L01,140,172,8,5
2025-01-04,1,M03,P04,L04,102,160,16,6
2025-01-04,1,M04,P01,L01,166,169,14,3
2025-01-04,1,M05,P02,L04,182,122,19,2
2025-01-04,1,M06,P01,L02,113,113,28,6
2025-01-04,1,M07,P03,L04,128,162,5,8
2025-01-04,1,M08,P01,L01,139,162,20,0
2025-01-04,1,M09,P03,L05,179,85,7,2
2025-01-04,1,M10,P04,L03,179,122,9,8
2025-01-04,2,M01,P04,L04,143,102,1,7
2025-01-04,2,M02,P01,L03,171,86,13,7
2025-01-04,2,M03,P02,L03,115,198,18,2
2025-01-04,2,M04,P04,L02,179,151,27,0
2025-01-04,2,M05,P04,L01,152,154,4,0
2025-01-04,2,M06,P05,L01,156,107,13,4
2025-01-04,2,M07,P01,L03,161,129,15,8
2025-01-04,2,M08,P05,L03,165,173,14,6
2025-01-04,2,M09,P01,L04,112,163,21,6
2025-01-04,2,M10,P05,L03,119,108,23,1
2025-01-04,3,M01,P01,L02,156,87,25,9
2025-01-04,3,M02,P02,L01,105,137,4,8
2025-01-04,3,M03,P02,L05,189,163,8,0
2025-01-04,3,M04,P01,L03,175,150,26,2
2025-01-04,3,M05,P02,L02,188,114,15,1
2025-01-04,3,M06,P02,L04,137,101,25,6
2025-01-04,3,M07,P05,L03,119,170,8,5
2025-01-04,3,M08,P04,L04,118,163,2,1
2025-01-04,3,M09,P02,L05,121,146,5,9
2025-01-04,3,M10,P01,L01,195,127,5,8
2025-01-04,4,M01,P04,L03,158,81,28,3
2025-01-04,4,M02,P03,L01,125,168,9,4
2025-01-04,4,M03,P03,L03,147,100,26,7
2025-01-04,4,M04,P02,L04,129,104,12,0
2025-01-04,4,M05,P05,L01,167,86,16,8
2025-01-04,4,M06,P03,L04,100,89,3,8
2025-01-04,4,M07,P02,L05,131,111,5,5
2025-01-04,4,M08,P02,L01,126,133,17,2
2025-01-04,4,M09,P03,L04,184,104,27,3
2025-01-04,4,M10,P03,L05,172,106,25,2
2025-01-04,5,M01,P01,L04,142,120,9,1
2025-01-04,5,M02,P05,L04,139,118,16,4
2025-01-04,5,M03,P01,L04,168,122,15,1
2025-01-04,5,M04,P05,L03,149,146,29,9
2025-01-04,5,M05,P03,L01,115,161,29,6
2025-01-04,5,M06,P02,L02,137,98,3,7
2025-01-04,5,M07,P02,L03,164,198,23,7
2025-01-04,5,M08,P02,L03,180,152,28,5
2025-01-04,5,M09,P01,L03,138,192,27,0
2025-01-04,5,M10,P01,L05,181,135,26,4
2025-01-04,6,M01,P05,L02,157,186,26,5
2025-01-04,6,M02,P04,L02,136,158,27,1
2025-01-04,6,M03,P03,L02,157,136,12,3
2025-01-04,6,M04,P03,L05,153,167,3,0
2025-01-04,6,M05,P02,L03,100,181,5,4
2025-01-04,6,M06,P05,L05,173,171,20,1
2025-01-04,6,M07,P05,L03,146,163,18,2
2025-01-04,6,M08,P05,L04,100,147,11,7
2025-01-04,6,M09,P01,L02,120,140,25,3
2025-01-04,6,M10,P05,L01,154,125,22,4
2025-01-04,7,M01,P02,L04,148,185,25,6
2025-01-04,7,M02,P01,L01,184,140,8,5
2025-01-04,7,M03,P05,L03,134,118,21,8
2025-01-04,7,M04,P02,L05,186,160,11,6
2025-01-04,7,M05,P01,L03,185,152,28,4
2025-01-04,7,M06,P04,L05,122,124,16,6
2025-01-04,7,M07,P02,L05,105,187,17,5
2025-01-04,7,M08,P01,L01,131,121,18,9
2025-01-04,7,M09,P04,L02,135,113,8,9
2025-01-04,7,M10,P03,L04,177,118,22,5
2025-01-04,8,M01,P04,L03,123,151,10,8
2025-01-04,8,M02,P01,L01,118,146,9,7
2025-01-04,8,M03,P01,L02,128,129,1,2
2025-01-04,8,M04,P01,L05,133,172,15,0
2025-01-04,8,M05,P05,L05,128,118,23,9
2025-01-04,8,M06,P05,L01,168,105,16,2
2025-01-04,8,M07,P01,L02,152,144,16,0
2025-01-04,8,M08,P01,L03,102,158,28,4
2025-01-04,8,M09,P02,L03,115,104,21,8
2025-01-04,8,M10,P05,L01,185,159,8,2
2025-01-04,9,M01,P03,L04,170,157,28,2
2025-01-04,9,M02,P02,L03,140,124,14,2
2025-01-04,9,M03,P05,L03,145,109,24,7
2025-01-04,9,M04,P03,L02,147,145,7,5
2025-01-04,9,M05,P01,L04,135,158,27,3
2025-01-04,9,M06,P01,L01,144,161,1,5
2025-01-04,9,M07,P05,L04,192,146,18,2
2025-01-04,9,M08,P04,L03,159,195,10,9
2025-01-04,9,M09,P03,L03,129,186,1,0
2025-01-04,9,M10,P04,L01,130,177,28,7
2025-01-04,10,M01,P04,L01,107,152,25,9
2025-01-04,10,M02,P05,L05,161,118,25,3
2025-01-04,10,M03,P03,L01,182,143,11,6
2025-01-04,10,M04,P01,L04,191,85,28,9
2025-01-04,10,M05,P03,L01,120,143,25,3
2025-01-04,10,M06,P05,L02,185,141,9,9
2025-01-04,10,M07,P05,L05,110,133,15,7
2025-01-04,10,M08,P01,L03,139,188,26,1
2025-01-04,10,M09,P02,L04,143,90,14,0
2025-01-04,10,M10,P02,L02,149,91,18,9
2025-01-04,11,M01,P01,L02,161,117,24,2
2025-01-04,11,M02,P05,L03,100,173,12,4
2025-01-04,11,M03,P05,L02,126,179,6,5
2025-01-04,11,M04,P05,L02,178,158,3,6
2025-01-04,11,M05,P02,L04,183,155,0,7
2025-01-04,11,M06,P05,L01,162,101,5,4
2025-01-04,11,M07,P05,L03,159,199,13,1
2025-01-04,11,M08,P03,L01,128,150,7,5
2025-01-04,11,M09,P02,L02,107,154,0,5
2025-01-04,11,M10,P03,L05,119,91,10,9
2025-01-04,12,M01,P05,L03,190,114,14,0
2025-01-04,12,M02,P04,L03,174,138,20,2
2025-01-04,12,M03,P04,L03,147,196,2,5
2025-01-04,12,M04,P01,L02,195,179,22,9
2025-01-04,12,M05,P03,L03,179,148,20,9
2025-01-04,12,M06,P01,L03,167,140,28,2
2025-01-04,12,M07,P02,L03,173,140,10,8
2025-01-04,12,M08,P03,L04,186,103,10,1
2025-01-04,12,M09,P05,L04,162,138,4,2
2025-01-04,12,M10,P04,L05,149,83,21,0
2025-01-04,13,M01,P04,L02,137,104,13,1
2025-01-04,13,M02,P02,L03,186,154,20,4
2025-01-04,13,M03,P03,L01,188,184,21,9
2025-01-04,13,M04,P01,L03,163,150,3,0
2025-01-04,13,M05,P02,L04,146,160,28,1
2025-01-04,13,M06,P02,L04,132,198,26,7
2025-01-04,13,M07,P03,L04,127,135,25,1
2025-01-04,13,M08,P01,L05,165,115,21,9
2025-01-04,13,M09,P04,L03,139,122,21,3
2025-01-04,13,M10,P02,L05,129,160,19,3
2025-01-04,14,M01,P05,L03,158,190,23,4
2025-01-04,14,M02,P03,L01,150,163,4,9
2025-01-04,14,M03,P01,L01,107,158,20,3
2025-01-04,14,M04,P05,L04,111,128,16,9
2025-01-04,14,M05,P03,L05,110,177,17,6
2025-01-04,14,M06,P02,L04,133,99,17,5
2025-01-04,14,M07,P04,L02,114,180,19,2
2025-01-04,14,M08,P01,L05,139,151,7,7
2025-01-04,14,M09,P05,L03,193,135,27,9
2025-01-04,14,M10,P01,L04,135,92,3,4
2025-01-04,15,M01,P04,L02,194,161,5,7
2025-01-04,15,M02,P03,L02,191,125,29,4
2025-01-04,15,M03,P03,L02,143,191,27,6
2025-01-04,15,M04,P01,L01,194,174,9,8
2025-01-04,15,M05,P05,L02,155,177,8,5
2025-01-04,15,M06,P01,L05,147,97,18,7
2025-01-04,15,M07,P02,L01,114,158,22,6
2025-01-04,15,M08,P01,L05,131,88,7,3
2025-01-04,15,M09,P03,L02,184,161,12,8
2025-01-04,15,M10,P04,L04,137,162,27,6
2025-01-04,16,M01,P03,L01,147,97,15,6
2025-01-04,16,M02,P03,L04,188,175,29,7
2025-01-04,16,M03,P05,L05,180,192,4,5
2025-01-04,16,M04,P05,L03,159,169,13,5
2025-01-04,16,M05,P04,L04,138,151,24,5
2025-01-04,16,M06,P05,L04,193,146,27,2
2025-01-04,16,M07,P02,L05,179,101,28,5
2025-01-04,16,M08,P03,L01,109,82,26,0
2025-01-04,16,M09,P05,L03,168,141,19,8
2025-01-04,16,M10,P05,L01,183,182,21,3
2025-01-04,17,M01,P05,L05,141,193,16,3
2025-01-04,17,M02,P05,L04,180,133,3,0
2025-01-04,17,M03,P05,L01,116,103,25,7
2025-01-04,17,M04,P03,L02,122,125,7,7
2025-01-04,17,M05,P02,L03,158,92,6,4
2025-01-04,17,M06,P04,L01,188,140,15,6
2025-01-04,17,M07,P02,L02,116,109,6,1
2025-01-04,17,M08,P02,L05,112,122,20,4
2025-01-04,17,M09,P03,L01,114,152,19,9
2025-01-04,17,M10,P05,L04,186,131,29,0
2025-01-04,18,M01,P04,L01,108,133,14,0
2025-01-04,18,M02,P03,L04,174,177,15,8
2025-01-04,18,M03,P01,L04,177,136,7,7
2025-01-04,18,M04,P04,L03,164,186,7,9
2025-01-04,18,M05,P03,L03,142,174,16,0
2025-01-04,18,M06,P05,L02,184,164,7,6
2025-01-04,18,M07,P05,L02,163,194,21,7
2025-01-04,18,M08,P01,L01,198,194,10,7
2025-01-04,18,M09,P05,L01,165,142,7,2
2025-01-04,18,M10,P03,L04,116,85,18,7
2025-01-04,19,M01,P02,L04,137,198,4,2
2025-01-04,19,M02,P04,L04,185,169,16,3
2025-01-04,19,M03,P05,L02,151,137,16,8
2025-01-04,19,M04,P04,L04,182,137,27,2
2025-01-04,19,M05,P04,L03,100,121,17,7
2025-01-04,19,M06,P04,L01,171,167,15,1
2025-01-04,19,M07,P04,L04,126,88,14,7
2025-01-04,19,M08,P05,L04,124,113,2,9
2025-01-04,19,M09,P01,L02,125,99,7,9
2025-01-04,19,M10,P03,L03,123,84,2,9
2025-01-04,20,M01,P01,L03,114,114,11,8
2025-01-04,20,M02,P04,L05,125,126,1,6
2025-01-04,20,M03,P04,L02,111,166,3,6
2025-01-04,20,M04,P01,L01,165,109,2,9
2025-01-04,20,M05,P01,L05,183,128,19,5
2025-01-04,20,M06,P05,L05,196,195,5,9
2025-01-04,20,M07,P04,L02,178,125,24,4
2025-01-04,20,M08,P02,L01,104,149,16,6
2025-01-04,20,M09,P03,L04,117,100,27,2
2025-01-04,20,M10,P02,L03,109,168,19,0
2025-01-04,21,M01,P05,L03,163,84,25,4
2025-01-04,21,M02,P03,L05,192,148,8,1
2025-01-04,21,M03,P04,L01,150,109,10,6
2025-01-04,21,M04,P05,L02,171,142,28,5
2025-01-04,21,M05,P02,L04,193,152,6,9
2025-01-04,21,M06,P02,L05,130,131,24,0
2025-01-04,21,M07,P01,L05,164,142,9,5
2025-01-04,21,M08,P05,L02,178,160,21,5
2025-01-04,21,M09,P05,L03,179,87,29,0
2025-01-04,21,M10,P02,L01,112,96,5,0
2025-01-04,22,M01,P03,L05,113,190,7,5
2025-01-04,22,M02,P03,L05,112,192,20,7
2025-01-04,22,M03,P04,L03,105,148,21,9
2025-01-04,22,M04,P01,L01,133,105,14,4
2025-01-04,22,M05,P04,L02,105,149,26,1
2025-01-04,22,M06,P04,L02,116,93,13,6
2025-01-04,22,M07,P03,L04,162,186,14,2
2025-01-04,22,M08,P03,L01,118,99,3,2
2025-01-04,22,M09,P04,L02,123,140,28,0
2025-01-04,22,M10,P02,L03,164,178,3,5
2025-01-04,23,M01,P05,L02,178,190,29,3
2025-01-04,23,M02,P04,L03,115,141,3,9
2025-01-04,23,M03,P05,L04,165,110,2,5
2025-01-04,23,M04,P01,L03,144,145,7,6
2025-01-04,23,M05,P03,L04,156,159,2,9
2025-01-04,23,M06,P02,L02,168,196,28,6
2025-01-04,23,M07,P02,L04,142,124,22,4
2025-01-04,23,M08,P05,L02,103,172,22,5
2025-01-04,23,M09,P02,L02,114,119,25,8
2025-01-04,23,M10,P02,L05,183,85,15,7
2025-01-04,24,M01,P03,L03,110,122,16,3
2025-01-04,24,M02,P01,L04,140,162,4,5
2025-01-04,24,M03,P01,L03,183,101,15,6
2025-01-04,24,M04,P05,L03,102,88,27,6
2025-01-04,24,M05,P02,L01,172,102,9,2
2025-01-04,24,M06,P05,L05,146,195,22,8
2025-01-04,24,M07,P02,L04,124,153,13,9
2025-01-04,24,M08,P02,L01,193,198,8,8
2025-01-04,24,M09,P04,L03,147,177,9,2
2025-01-04,24,M10,P03,L03,184,100,21,6
2025-01-05,1,M01,P02,L01,175,121,17,5
2025-01-05,1,M02,P03,L03,115,192,18,1
2025-01-05,1,M03,P05,L03,158,169,15,5
2025-01-05,1,M04,P04,L01,146,190,15,9
2025-01-05,1,M05,P04,L04,176,83,6,5
2025-01-05,1,M06,P02,L02,158,106,26,7
2025-01-05,1,M07,P04,L04,112,122,16,0
2025-01-05,1,M08,P05,L04,107,148,25,3
2025-01-05,1,M09,P05,L04,146,155,4,6
2025-01-05,1,M10,P05,L02,151,116,28,2
2025-01-05,2,M01,P04,L04,118,156,9,4
2025-01-05,2,M02,P03,L05,154,195,28,3
2025-01-05,2,M03,P04,L01,101,101,15,1
2025-01-05,2,M04,P04,L05,129,124,18,6
2025-01-05,2,M05,P05,L02,142,141,21,3
2025-01-05,2,M06,P04,L04,135,152,6,2
2025-01-05,2,M07,P04,L03,178,136,19,8
2025-01-05,2,M08,P02,L04,181,84,19,6
2025-01-05,2,M09,P05,L03,121,137,3,1
2025-01-05,2,M10,P02,L05,108,185,6,3
2025-01-05,3,M01,P02,L03,193,110,2,8
2025-01-05,3,M02,P05,L05,130,162,20,1
2025-01-05,3,M03,P04,L03,109,81,1,7
2025-01-05,3,M04,P05,L01,130,186,23,0
2025-01-05,3,M05,P05,L03,103,150,25,1
2025-01-05,3,M06,P01,L04,196,154,27,0
2025-01-05,3,M07,P05,L04,170,81,9,7
2025-01-05,3,M08,P04,L04,118,105,10,7
2025-01-05,3,M09,P03,L02,174,188,2,2
2025-01-05,3,M10,P03,L02,153,145,16,1
2025-01-05,4,M01,P04,L04,137,107,24,9
2025-01-05,4,M02,P02,L04,139,176,12,7
2025-01-05,4,M03,P02,L01,146,116,21,5
2025-01-05,4,M04,P04,L01,126,120,15,1
2025-01-05,4,M05,P01,L02,165,91,7,8
2025-01-05,4,M06,P02,L04,172,89,24,1
2025-01-05,4,M07,P04,L04,165,144,18,3
2025-01-05,4,M08,P02,L03,130,136,13,1
2025-01-05,4,M09,P04,L05,127,163,28,6
2025-01-05,4,M10,P02,L05,177,180,17,7
2025-01-05,5,M01,P02,L02,175,101,23,5
2025-01-05,5,M02,P05,L04,135,101,13,3
2025-01-05,5,M03,P01,L01,144,115,19,1
2025-01-05,5,M04,P05,L03,115,138,4,3
2025-01-05,5,M05,P03,L05,177,182,13,5
2025-01-05,5,M06,P01,L04,186,93,28,6
2025-01-05,5,M07,P01,L04,140,133,14,1
2025-01-05,5,M08,P05,L05,126,195,22,7
2025-01-05,5,M09,P03,L03,196,196,2,0
2025-01-05,5,M10,P03,L04,153,141,22,7
2025-01-05,6,M01,P03,L05,183,114,4,8
2025-01-05,6,M02,P01,L05,194,101,1,4
2025-01-05,6,M03,P03,L04,188,151,22,0
2025-01-05,6,M04,P04,L04,186,175,10,6
2025-01-05,6,M05,P05,L03,153,169,15,2
2025-01-05,6,M06,P03,L04,164,137,20,0
2025-01-05,6,M07,P02,L01,128,163,5,7
2025-01-05,6,M08,P03,L05,132,82,27,2
2025-01-05,6,M09,P03,L05,175,163,12,3
2025-01-05,6,M10,P04,L01,118,181,26,8
2025-01-05,7,M01,P04,L04,152,188,21,2
2025-01-05,7,M02,P02,L04,189,191,18,9
2025-01-05,7,M03,P05,L03,127,88,19,7
2025-01-05,7,M04,P03,L03,111,158,22,9
2025-01-05,7,M05,P03,L02,110,117,1,2
2025-01-05,7,M06,P01,L04,141,171,0,2
2025-01-05,7,M07,P04,L03,146,199,6,6
2025-01-05,7,M08,P04,L05,124,91,25,5
2025-01-05,7,M09,P03,L04,150,196,4,4
2025-01-05,7,M10,P05,L01,188,197,21,8
2025-01-05,8,M01,P04,L04,174,175,16,6
2025-01-05,8,M02,P03,L02,191,133,8,6
2025-01-05,8,M03,P02,L05,127,186,14,8
2025-01-05,8,M04,P01,L02,153,108,18,0
2025-01-05,8,M05,P03,L04,129,171,16,2
2025-01-05,8,M06,P05,L04,144,158,13,7
2025-01-05,8,M07,P03,L01,146,132,21,3
2025-01-05,8,M08,P01,L02,106,101,16,1
2025-01-05,8,M09,P01,L01,173,89,24,6
2025-01-05,8,M10,P02,L05,190,131,0,0
2025-01-05,9,M01,P05,L04,159,113,3,0
2025-01-05,9,M02,P03,L04,189,83,0,6
2025-01-05,9,M03,P01,L02,160,114,7,7
2025-01-05,9,M04,P04,L03,149,195,26,8
2025-01-05,9,M05,P04,L02,128,95,2,3
2025-01-05,9,M06,P01,L05,138,127,13,9
2025-01-05,9,M07,P04,L01,129,109,21,1
2025-01-05,9,M08,P04,L04,193,115,17,9
2025-01-05,9,M09,P05,L05,100,137,25,6
2025-01-05,9,M10,P05,L02,105,149,11,7
2025-01-05,10,M01,P05,L03,117,174,29,4
2025-01-05,10,M02,P02,L01,132,153,4,5
2025-01-05,10,M03,P01,L03,120,155,22,0
2025-01-05,10,M04,P05,L03,114,81,19,6
2025-01-05,10,M05,P04,L05,153,97,2,6
2025-01-05,10,M06,P02,L03,137,116,25,0
2025-01-05,10,M07,P03,L04,194,90,3,1
2025-01-05,10,M08,P01,L04,197,172,23,5
2025-01-05,10,M09,P04,L02,105,121,24,6
2025-01-05,10,M10,P05,L01,154,95,13,6
2025-01-05,11,M01,P04,L04,150,198,16,8
2025-01-05,11,M02,P05,L02,121,111,4,6
2025-01-05,11,M03,P02,L05,152,175,26,9
2025-01-05,11,M04,P02,L03,114,150,28,2
2025-01-05,11,M05,P02,L03,191,108,14,2
2025-01-05,11,M06,P05,L04,192,98,2,7
2025-01-05,11,M07,P04,L02,146,83,18,4
2025-01-05,11,M08,P05,L03,107,166,15,2
2025-01-05,11,M09,P04,L01,177,156,20,8
2025-01-05,11,M10,P01,L02,121,103,16,4
